ident,n_mig,femme,senegal,educ,q601d,q601f,survey
B0000001,1,1,0,superieur,2003,0,2009
B0000002,1,0,0,superieur,1986,0,2009
B0000003,1,0,0,superieur,1990,0,2009
B0000004,1,0,0,superieur,1997,1999,2009
B0000004,2,0,0,superieur,1999,1999,2009
B0000004,3,0,0,superieur,1999,0,2009
B0000004,4,0,0,superieur,2004,2004,2009
B0000005,1,1,0,superieur,1983,0,2009
B0000006,1,0,0,superieur,2001,0,2009
B0000007,1,0,0,superieur,2007,0,2009
B0000008,1,0,0,superieur,2000,2003,2009
B0000008,2,0,0,superieur,2003,2006,2009
B0000008,3,0,0,superieur,2006,0,2009
B0000009,1,0,0,superieur,2006,2007,2009
B0000009,2,0,0,superieur,2007,0,2009
B0000011,1,0,0,superieur,2001,0,2009
B0000012,1,0,0,superieur,2000,0,2009
B0000013,1,0,0,superieur,1991,1991,2009
B0000013,2,0,0,superieur,1992,1995,2009
B0000013,3,0,0,superieur,1998,0,2009
B0000014,1,0,0,superieur,1994,0,2009
B0000015,1,0,0,superieur,1994,0,2009
B0000016,1,0,0,superieur,1991,0,2009
B0000017,1,1,0,secondaire,1983,0,2009
B0000017,2,1,0,secondaire,1996,1996,2009
B0000018,1,1,0,secondaire,2001,0,2009
B0000019,1,1,0,secondaire,2004,0,2009
B0000020,1,1,0,superieur,2000,0,2009
B0000021,1,1,0,superieur,2004,2005,2009
B0000021,2,1,0,superieur,2005,2007,2009
B0000021,3,1,0,superieur,2007,0,2009
B0000022,1,0,0,superieur,1994,0,2009
B0000023,1,1,0,superieur,2006,0,2009
B0000024,1,0,0,superieur,1990,1993,2009
B0000024,2,0,0,superieur,1993,0,2009
B0000025,1,1,0,secondaire,2006,0,2009
B0000026,1,0,0,superieur,2004,0,2009
B0000027,1,0,0,secondaire,2005,0,2009
B0000030,1,0,0,superieur,1996,0,2009
B0000031,1,1,0,secondaire,1991,1993,2009
B0000031,2,1,0,secondaire,1994,1995,2009
B0000031,3,1,0,secondaire,1996,1998,2009
B0000031,4,1,0,secondaire,1998,2002,2009
B0000031,5,1,0,secondaire,2002,2006,2009
B0000031,6,1,0,secondaire,2006,2008,2009
B0000031,7,1,0,secondaire,2008,0,2009
B0000032,1,0,0,superieur,2003,0,2009
B0000032,2,0,0,superieur,2003,2003,2009
B0000033,1,1,0,secondaire,1990,1991,2009
B0000033,2,1,0,secondaire,1991,1999,2009
B0000033,3,1,0,secondaire,1999,2004,2009
B0000033,4,1,0,secondaire,2004,2009,2009
B0000033,5,1,0,secondaire,2009,0,2009
B0000034,1,0,0,superieur,2004,0,2009
B0000035,1,1,0,secondaire,1982,0,2009
B0000036,1,1,0,secondaire,1988,0,2009
B0000037,1,1,0,superieur,2005,0,2009
B0000038,1,0,0,superieur,2003,0,2009
B0000039,1,1,0,secondaire,1991,0,2009
B0000040,1,0,0,superieur,2003,0,2009
B0000041,1,1,0,secondaire,1960,1962,2009
B0000041,2,1,0,secondaire,1964,1965,2009
B0000041,3,1,0,secondaire,1965,1969,2009
B0000041,4,1,0,secondaire,1969,1970,2009
B0000041,5,1,0,secondaire,1992,0,2009
B0000042,1,0,0,superieur,2005,2007,2009
B0000042,2,0,0,superieur,2007,0,2009
B0000043,1,0,0,superieur,1997,2008,2009
B0000043,2,0,0,superieur,2008,0,2009
B0000044,1,0,0,superieur,1981,1992,2009
B0000044,2,0,0,superieur,1992,2005,2009
B0000044,3,0,0,superieur,2005,0,2009
B0000045,1,1,0,superieur,2001,0,2009
B0000046,1,1,0,secondaire,1999,0,2009
B0000047,1,0,0,superieur,1963,0,2009
B0000048,1,1,0,secondaire,1984,0,2009
B0000050,1,1,0,secondaire,1997,0,2009
B0000051,1,1,0,secondaire,2004,0,2009
B0000052,1,1,0,secondaire,1971,0,2009
B0000053,1,0,0,superieur,1991,0,2009
B0000054,1,0,0,superieur,1990,0,2009
B0000055,1,0,0,superieur,2008,0,2009
B0000056,1,0,0,superieur,1991,0,2009
B0000057,1,1,0,superieur,2001,0,2009
B0000058,1,1,0,superieur,1992,0,2009
B0000059,1,0,0,superieur,1977,1978,2009
B0000059,2,0,0,superieur,1990,0,2009
B0000060,1,0,0,secondaire,1988,1993,2009
B0000060,2,0,0,secondaire,1993,2005,2009
B0000060,3,0,0,secondaire,2005,0,2009
B0000061,1,0,0,superieur,1974,1984,2009
B0000061,2,0,0,superieur,1999,0,2009
B0000062,1,1,0,secondaire,1968,0,2009
B0000067,1,1,0,superieur,1992,1993,2009
B0000067,2,1,0,superieur,2001,2001,2009
B0000067,3,1,0,superieur,2001,2001,2009
B0000067,4,1,0,superieur,2001,0,2009
B0000067,5,1,0,superieur,2001,2001,2009
B0000068,1,1,0,superieur,1993,0,2009
B0000069,1,1,0,superieur,1999,1999,2009
B0000069,2,1,0,superieur,1999,1999,2009
B0000069,3,1,0,superieur,1999,1999,2009
B0000069,4,1,0,superieur,1999,1999,2009
B0000069,5,1,0,superieur,2001,0,2009
B0000070,1,1,0,superieur,1991,1992,2009
B0000070,2,1,0,superieur,1992,1993,2009
B0000070,3,1,0,superieur,1993,0,2009
B0000071,1,0,0,superieur,2000,2007,2009
B0000071,2,0,0,superieur,2007,0,2009
B0000072,1,0,0,superieur,1990,0,2009
B0000072,2,0,0,superieur,2008,2008,2009
B0000073,1,0,0,secondaire,1983,2005,2009
B0000073,2,0,0,secondaire,2005,0,2009
B0000074,1,1,0,superieur,1995,0,2009
B0000075,1,1,0,superieur,1987,0,2009
B0000076,1,0,0,superieur,1991,0,2009
B0000077,1,0,0,superieur,1990,0,2009
B0000078,1,1,0,secondaire,1990,0,2009
B0000078,2,1,0,secondaire,1994,1994,2009
B0000078,3,1,0,secondaire,2004,2004,2009
B0000079,1,1,0,secondaire,2000,2002,2009
B0000079,2,1,0,secondaire,2007,0,2009
B0000080,1,1,0,superieur,2000,0,2009
B0000081,1,0,0,secondaire,2002,0,2009
B0000082,1,0,0,secondaire,1989,1992,2009
B0000082,2,0,0,secondaire,1992,1995,2009
B0000082,3,0,0,secondaire,1995,0,2009
B0000083,1,0,0,superieur,1990,0,2009
B0000084,1,0,0,superieur,1989,0,2009
B0000085,1,1,0,superieur,1986,1987,2009
B0000085,2,1,0,superieur,1987,0,2009
B0000086,1,0,0,superieur,1996,1998,2009
B0000086,2,0,0,superieur,1999,2001,2009
B0000086,3,0,0,superieur,2002,2004,2009
B0000086,4,0,0,superieur,2004,0,2009
B0000087,1,0,0,superieur,2008,0,2009
B0000088,1,1,0,superieur,1973,1987,2009
B0000088,2,1,0,superieur,1993,0,2009
B0000089,1,0,0,superieur,1990,1990,2009
B0000089,2,0,0,superieur,1991,1993,2009
B0000089,3,0,0,superieur,1993,0,2009
B0000090,1,1,0,superieur,1985,0,2009
B0000091,1,0,0,superieur,1989,0,2009
B0000092,1,0,0,superieur,1986,1986,2009
B0000092,2,0,0,superieur,1986,2005,2009
B0000092,3,0,0,superieur,2005,0,2009
B0000093,1,1,0,superieur,2002,2005,2009
B0000093,2,1,0,superieur,2005,0,2009
B0000094,1,1,0,superieur,2000,2001,2009
B0000094,2,1,0,superieur,2001,0,2009
B0000095,1,1,0,secondaire,2000,0,2009
B0000096,1,0,0,secondaire,2003,0,2009
B0000097,1,0,0,superieur,1999,0,2009
B0000098,1,0,0,superieur,1988,0,2009
B0000099,1,0,0,superieur,2004,0,2009
B0000100,1,1,0,superieur,1996,0,2009
B0000101,1,0,0,superieur,1998,0,2009
B0000102,1,1,0,superieur,1991,0,2009
B0000103,1,0,0,superieur,2001,0,2009
B0000104,1,1,0,secondaire,2005,0,2010
B0000105,1,1,0,secondaire,1996,0,2010
B0000105,2,1,0,secondaire,1996,1996,2010
B0000105,3,1,0,secondaire,1996,1996,2010
B0000106,1,1,0,superieur,1983,0,2010
B0000109,1,0,0,secondaire,1989,0,2009
B0000110,1,1,0,superieur,1979,1980,2009
B0000110,2,1,0,superieur,1989,1994,2009
B0000110,3,1,0,superieur,2000,0,2009
B0000111,1,0,0,secondaire,1986,1989,2009
B0000111,2,0,0,secondaire,1993,0,2009
B0000112,1,1,0,secondaire,2008,0,2009
B0000113,1,1,0,superieur,1990,0,2009
B0000114,1,0,0,superieur,1988,0,2009
B0000114,2,0,0,superieur,1988,1988,2009
B0000114,3,0,0,superieur,2005,2005,2009
B0000115,1,0,0,superieur,1997,0,2009
B0000116,1,1,0,superieur,1991,1999,2009
B0000116,2,1,0,superieur,1999,2004,2009
B0000116,3,1,0,superieur,2004,0,2009
B0000117,1,1,0,superieur,1999,0,2009
B0000117,2,1,0,superieur,1999,1999,2009
B0000118,1,1,0,superieur,2007,0,2009
B0000119,1,0,0,superieur,2003,0,2009
B0000120,1,0,0,superieur,2007,0,2009
B0000121,1,0,0,superieur,1970,1976,2009
B0000121,2,0,0,superieur,1987,1994,2009
B0000121,3,0,0,superieur,1994,1999,2009
B0000121,4,0,0,superieur,1999,2002,2009
B0000121,5,0,0,superieur,2002,0,2009
B0000122,1,0,0,superieur,1987,0,2009
B0000123,1,0,0,secondaire,1992,2000,2009
B0000123,2,0,0,secondaire,2000,0,2009
B0000124,1,1,0,secondaire,1972,1976,2009
B0000124,2,1,0,secondaire,1976,0,2009
B0000125,1,0,0,secondaire,1987,1990,2009
B0000125,2,0,0,secondaire,1990,0,2009
B0000126,1,1,0,secondaire,1991,0,2009
B0000127,1,0,0,superieur,1994,0,2009
B0000128,1,0,0,superieur,2002,0,2009
B0000129,1,1,0,superieur,1981,0,2009
B0000130,1,0,0,superieur,1960,1965,2009
B0000130,2,0,0,superieur,1970,1976,2009
B0000130,3,0,0,superieur,1990,1992,2009
B0000130,4,0,0,superieur,2006,0,2009
B0000131,1,1,0,superieur,1974,0,2009
B0000132,1,0,0,superieur,1985,1996,2009
B0000132,2,0,0,superieur,1997,0,2009
B0000133,1,1,0,superieur,1978,1983,2009
B0000133,2,1,0,superieur,1986,0,2009
B0000134,1,0,0,superieur,1988,0,2009
B0000135,1,1,0,superieur,1980,0,2009
B0000136,1,0,0,secondaire,2007,0,2009
B0000137,1,0,0,superieur,2004,0,2009
B0000138,1,0,0,superieur,2008,0,2009
B0000139,1,1,0,secondaire,2001,2006,2009
B0000139,2,1,0,secondaire,2006,0,2009
B0000140,1,0,0,superieur,2008,0,2009
B0000141,1,1,0,superieur,1982,1986,2009
B0000141,2,1,0,superieur,1996,2005,2009
B0000141,3,1,0,superieur,2005,0,2009
B0000142,1,0,0,superieur,2000,0,2009
B0000143,1,1,0,superieur,2002,0,2009
B0000145,1,0,0,superieur,2002,2005,2009
B0000145,2,0,0,superieur,2005,0,2009
B0000148,1,1,0,superieur,1988,0,2009
B0000149,1,0,0,secondaire,1999,0,2009
B0000150,1,1,0,superieur,1993,0,2009
B0000151,1,0,0,superieur,1980,1983,2009
B0000151,2,0,0,superieur,1983,1992,2009
B0000151,3,0,0,superieur,1992,0,2009
B0000152,1,0,0,superieur,2002,0,2009
B0000153,1,1,0,superieur,2002,0,2009
B0000154,1,0,0,superieur,2006,0,2009
B0000155,1,0,0,secondaire,1986,1990,2009
B0000155,2,0,0,secondaire,1990,1992,2009
B0000155,3,0,0,secondaire,1992,0,2009
B0000156,1,1,0,secondaire,2003,2004,2009
B0000156,2,1,0,secondaire,2004,0,2009
B0000157,1,0,0,superieur,1999,2003,2009
B0000157,2,0,0,superieur,2003,0,2009
B0000158,1,0,0,superieur,1964,1966,2009
B0000158,2,0,0,superieur,2007,0,2009
B0000159,1,1,0,secondaire,1978,0,2009
B0000160,1,0,0,superieur,1984,0,2009
B0000161,1,0,0,secondaire,1968,1970,2009
B0000161,2,0,0,secondaire,1973,0,2009
B0000162,1,1,0,aucun-primaire,2002,0,2009
B0000163,1,0,0,superieur,2006,0,2009
B0000164,1,0,0,superieur,1989,1993,2009
B0000164,2,0,0,superieur,1993,0,2009
B0000165,1,1,0,secondaire,1990,0,2009
B0000166,1,0,0,superieur,1997,0,2009
B0000167,1,1,0,secondaire,1989,0,2009
B0000168,1,1,0,superieur,2005,0,2009
B0000169,1,1,0,superieur,1984,0,2009
B0000169,2,1,0,superieur,2004,2004,2009
B0000170,1,0,0,secondaire,1986,0,2009
B0000171,1,0,0,secondaire,1990,0,2009
B0000171,2,0,0,secondaire,1990,1990,2009
B0000171,3,0,0,secondaire,1990,1990,2009
B0000172,1,1,0,superieur,1980,1986,2009
B0000172,2,1,0,superieur,1997,0,2009
B0000174,1,0,0,secondaire,1989,0,2009
B0000174,2,0,0,secondaire,2007,2007,2009
B0000175,1,0,0,secondaire,1991,2001,2009
B0000175,2,0,0,secondaire,2002,0,2009
B0000176,1,1,0,secondaire,2001,0,2009
B0000178,1,1,0,superieur,2000,0,2009
B0000179,1,0,0,superieur,2004,0,2009
B0000180,1,0,0,superieur,2008,0,2009
B0000181,1,0,0,superieur,1974,1990,2009
B0000181,2,0,0,superieur,1991,0,2009
B0000181,3,0,0,superieur,1991,1991,2009
B0000182,1,0,0,superieur,1989,0,2009
B0000183,1,1,0,superieur,1995,1998,2009
B0000183,2,1,0,superieur,1998,0,2009
B0000184,1,1,0,secondaire,2003,0,2009
B0000184,2,1,0,secondaire,2003,2003,2009
B0000185,1,1,0,secondaire,1966,1968,2009
B0000185,2,1,0,secondaire,1970,1973,2009
B0000185,3,1,0,secondaire,2002,0,2009
B0000186,1,0,0,superieur,1997,1999,2009
B0000186,2,0,0,superieur,1999,0,2009
B0000187,1,1,0,superieur,1991,0,2009
B0000188,1,0,0,superieur,1997,1998,2009
B0000188,2,0,0,superieur,1998,1999,2009
B0000188,3,0,0,superieur,2006,0,2009
B0000192,1,1,0,superieur,2003,0,2009
B0000193,1,0,0,superieur,1987,1991,2009
B0000193,2,0,0,superieur,1994,0,2009
B0000197,1,0,0,superieur,1991,1993,2009
B0000197,2,0,0,superieur,1997,0,2009
B0000198,1,0,0,superieur,1988,1989,2009
B0000198,2,0,0,superieur,1989,1995,2009
B0000198,3,0,0,superieur,1995,1998,2009
B0000198,4,0,0,superieur,1998,0,2009
B0000199,1,1,0,superieur,1973,0,2009
B0000200,1,1,0,secondaire,1986,0,2009
B0000208,1,1,0,secondaire,1974,0,2009
B0000209,1,0,0,superieur,1986,0,2009
B0000209,2,0,0,superieur,2004,2004,2009
B0000210,1,0,0,superieur,1994,0,2009
B0000211,1,1,0,secondaire,1998,2001,2009
B0000211,2,1,0,secondaire,2001,0,2009
B0000213,1,0,0,secondaire,1989,1998,2009
B0000213,2,0,0,secondaire,1998,0,2009
B0000214,1,0,0,superieur,2005,2007,2009
B0000214,2,0,0,superieur,2008,0,2009
B0000215,1,1,0,secondaire,1992,0,2009
B0000216,1,0,0,secondaire,2004,0,2009
B0000217,1,0,0,superieur,1985,1989,2009
B0000217,2,0,0,superieur,2000,2002,2009
B0000217,3,0,0,superieur,2002,0,2009
B0000218,1,1,0,superieur,1995,0,2009
B0000219,1,1,0,superieur,2006,0,2009
B0000220,1,1,0,superieur,2003,0,2009
B0000221,1,0,0,superieur,1994,0,2009
B0000223,1,0,0,superieur,1984,1992,2009
B0000223,2,0,0,superieur,2006,0,2009
B0000224,1,0,0,superieur,1990,0,2009
B0000225,1,1,0,superieur,2003,0,2009
B0000226,1,0,0,superieur,1988,0,2009
B0000227,1,1,0,secondaire,1994,0,2009
B0000228,1,0,0,superieur,2004,2006,2009
B0000228,2,0,0,superieur,2007,2008,2009
B0000228,3,0,0,superieur,2009,0,2009
B0000229,1,1,0,secondaire,2001,0,2009
B0000230,1,0,0,superieur,1976,1982,2009
B0000230,2,0,0,superieur,1985,0,2009
B0000230,3,0,0,superieur,1985,1985,2009
B0000231,1,0,0,superieur,1996,0,2009
B0000232,1,1,0,superieur,1999,0,2009
B0000233,1,0,0,superieur,1984,1985,2009
B0000233,2,0,0,superieur,1986,0,2009
B0000237,1,0,0,superieur,2006,0,2009
B0000238,1,0,0,secondaire,2005,0,2009
B0000239,1,1,0,superieur,1977,1988,2010
B0000239,2,1,0,superieur,1998,0,2010
B0000243,1,0,0,superieur,1991,0,2009
B0000244,1,0,0,superieur,1991,0,2009
B0000245,1,0,0,superieur,1989,1990,2009
B0000245,2,0,0,superieur,1990,0,2009
B0000246,1,0,0,superieur,1991,1993,2009
B0000246,2,0,0,superieur,1993,0,2009
B0000247,1,0,0,secondaire,1990,1991,2009
B0000247,2,0,0,secondaire,1991,0,2009
B0000248,1,0,0,superieur,1998,0,2009
B0000249,1,1,0,superieur,1996,0,2009
B0000250,1,1,0,secondaire,2000,0,2009
B0000251,1,1,0,superieur,2003,0,2009
B0000252,1,1,0,superieur,2006,0,2009
B0000253,1,0,0,superieur,2007,0,2009
B0000254,1,0,0,superieur,2006,2007,2009
B0000254,2,0,0,superieur,2008,0,2009
B0000255,1,0,0,secondaire,1994,1995,2009
B0000255,2,0,0,secondaire,1995,1999,2009
B0000255,3,0,0,secondaire,2002,0,2009
B0000256,1,1,0,secondaire,1989,0,2009
B0000257,1,0,0,secondaire,2008,0,2010
B0000258,1,1,0,secondaire,1986,1993,2010
B0000258,2,1,0,secondaire,1993,1995,2010
B0000258,3,1,0,secondaire,1995,0,2010
B0000259,1,1,0,secondaire,1980,0,2009
B0000260,1,0,0,superieur,1993,0,2009
B0000261,1,0,0,secondaire,1990,1991,2009
B0000261,2,0,0,secondaire,2002,0,2009
B0000262,1,1,0,superieur,1985,0,2009
B0000263,1,0,0,secondaire,1995,0,2009
B0000264,1,0,0,superieur,1980,1997,2009
B0000264,2,0,0,superieur,2000,0,2009
B0000265,1,0,0,secondaire,1998,0,2009
B0000267,1,0,0,superieur,2004,0,2009
B0000269,1,1,0,secondaire,1998,0,2009
B0000270,1,0,0,superieur,2006,0,2009
B0000271,1,1,0,superieur,2008,0,2010
B0000272,1,1,0,superieur,2001,0,2010
B0000273,1,1,0,superieur,2000,2007,2009
B0000273,2,1,0,superieur,2008,0,2009
B0000274,1,1,0,secondaire,2009,0,2010
B0000275,1,1,0,superieur,1990,1992,2009
B0000275,2,1,0,superieur,1992,1992,2009
B0000275,3,1,0,superieur,1992,0,2009
B0000276,1,1,0,superieur,1969,1971,2009
B0000276,2,1,0,superieur,1988,0,2009
B0000277,1,0,0,superieur,1986,0,2009
B0000278,1,1,0,secondaire,1980,1986,2009
B0000278,2,1,0,secondaire,1999,0,2009
B0000279,1,1,0,secondaire,2003,2004,2010
B0000279,2,1,0,secondaire,2004,0,2010
B0000280,1,1,0,superieur,2001,2005,2010
B0000280,2,1,0,superieur,2008,0,2010
B0000281,1,0,0,secondaire,2009,0,2010
B0000282,1,1,0,superieur,2005,2006,2010
B0000282,2,1,0,superieur,2007,0,2010
B0000283,1,1,0,superieur,2008,0,2010
B0000284,1,1,0,secondaire,2005,0,2010
B0000286,1,0,0,secondaire,1978,2008,2010
B0000286,2,0,0,secondaire,2008,0,2010
B0000287,1,0,0,secondaire,2009,0,2010
B0000288,1,0,0,superieur,2007,0,2010
B0000289,1,1,0,secondaire,2008,0,2010
B0000290,1,0,0,superieur,2009,0,2010
B0000291,1,1,0,secondaire,1993,1996,2009
B0000291,2,1,0,secondaire,1997,0,2009
B0000291,3,1,0,secondaire,2004,2004,2009
B0000293,1,0,0,secondaire,1992,1994,2009
B0000293,2,0,0,secondaire,1994,2005,2009
B0000293,3,0,0,secondaire,2009,0,2009
B0000296,1,1,0,superieur,2007,0,2010
B0000297,1,1,0,secondaire,2002,2006,2010
B0000297,2,1,0,secondaire,2009,0,2010
B0000298,1,1,0,aucun-primaire,2008,0,2010
B0000701,1,0,0,secondaire,2004,0,2009
B0000702,1,1,0,secondaire,1994,0,2009
B0000703,1,1,0,secondaire,2000,0,2009
B0000704,1,0,0,superieur,1991,2002,2009
B0000704,2,0,0,superieur,2002,0,2009
B0000705,1,0,0,superieur,2005,0,2009
B0000706,1,1,0,secondaire,1978,1979,2009
B0000706,2,1,0,secondaire,1980,0,2009
B0000707,1,1,0,secondaire,1989,0,2009
B0000708,1,1,0,superieur,2002,2005,2009
B0000708,2,1,0,superieur,2005,0,2009
B0000709,1,0,0,superieur,2001,0,2009
B0000711,1,0,0,superieur,2004,0,2009
B0000712,1,0,0,secondaire,1999,2002,2009
B0000712,2,0,0,secondaire,2002,0,2009
B0000713,1,0,0,superieur,2000,2006,2009
B0000713,2,0,0,superieur,2006,0,2009
B0000714,1,1,0,superieur,2002,0,2009
B0000715,1,0,0,secondaire,1999,2004,2009
B0000715,2,0,0,secondaire,2004,0,2009
B0000716,1,1,0,superieur,1999,0,2009
B0000717,1,0,0,superieur,1992,2000,2009
B0000717,2,0,0,superieur,2000,2005,2009
B0000717,3,0,0,superieur,2005,0,2009
B0000773,1,0,0,secondaire,2003,0,2009
B0000799,1,0,0,secondaire,2005,2007,2010
B0000799,2,0,0,secondaire,2007,0,2010
B0000800,1,0,0,superieur,1962,1963,2010
B0000800,2,0,0,superieur,1963,1968,2010
B0000800,3,0,0,superieur,1968,1969,2010
B0000800,4,0,0,superieur,1978,1980,2010
B0000800,5,0,0,superieur,2001,2004,2010
B0000800,6,0,0,superieur,2004,0,2010
C0008001,1,0,0,superieur,1997,1999,2009
C0013001,1,0,0,superieur,1979,1989,2009
C0046001,1,0,0,superieur,1995,2000,2009
C0081001,1,1,0,secondaire,1994,2005,2009
C0089001,1,0,0,secondaire,1985,1987,2009
C0092002,1,1,0,secondaire,1991,1996,2009
C0098004,1,0,0,superieur,1997,2004,2009
C0109001,1,0,0,aucun-primaire,1999,2000,2009
C0109003,1,1,0,secondaire,1984,1987,2009
C0115002,1,1,0,secondaire,1987,1990,2009
C0116001,1,1,0,secondaire,2006,2007,2009
C0118001,1,0,0,secondaire,1993,1996,2009
C0121001,1,1,0,aucun-primaire,2001,2002,2009
C0122001,1,0,0,secondaire,1996,1998,2009
C0123002,1,1,0,secondaire,1981,1984,2009
C0129001,1,1,0,aucun-primaire,1989,1991,2009
C0129003,1,0,0,secondaire,1980,1997,2009
C0129003,2,0,0,secondaire,1997,2008,2009
C0177001,1,0,0,aucun-primaire,1986,1987,2009
C0181001,1,0,0,secondaire,1995,1996,2009
C0183005,1,0,0,superieur,1991,1997,2009
C0184002,1,1,0,secondaire,1994,2002,2009
C0184002,2,1,0,secondaire,2005,2009,2009
C0188001,1,1,0,aucun-primaire,1980,1997,2009
C0193002,1,1,0,secondaire,1993,1993,2009
C0193002,2,1,0,secondaire,1993,1993,2009
C0193002,3,1,0,secondaire,1993,1993,2009
C0197001,1,0,0,superieur,1972,1977,2009
C0199001,1,0,0,superieur,1992,1993,2009
C0207003,1,0,0,secondaire,2000,2003,2009
C0209001,1,0,0,secondaire,2003,2005,2009
C0213002,1,1,0,secondaire,1973,1974,2009
C0217007,1,1,0,aucun-primaire,1974,1977,2009
C0222002,1,0,0,superieur,1962,2006,2009
C0234001,1,0,0,superieur,1979,1981,2009
C0234001,2,0,0,superieur,1981,1982,2009
C0239001,1,0,0,secondaire,1993,1994,2009
C0247001,1,0,0,superieur,2000,2005,2009
C0247002,1,0,0,secondaire,2003,2005,2009
C0258001,1,1,0,secondaire,2005,2007,2009
C0272001,1,0,0,superieur,1972,1974,2009
C0272001,2,0,0,superieur,1974,1977,2009
C0276002,1,0,0,secondaire,1990,1993,2009
C0276002,2,0,0,secondaire,2006,2006,2009
C0276004,1,0,0,secondaire,1997,1999,2009
C0279003,1,0,0,secondaire,2005,2009,2009
C0285001,1,1,0,aucun-primaire,1959,1961,2009
C0292003,1,1,0,secondaire,2005,2007,2009
C0293001,1,0,0,superieur,2001,2004,2009
C0296003,1,0,0,superieur,1985,1986,2009
C0296004,1,1,0,secondaire,1997,2003,2009
C0296005,1,1,0,secondaire,1989,2003,2009
C0299001,1,0,0,superieur,1972,1977,2009
C0304001,1,1,0,superieur,1998,2005,2009
C0311009,1,0,0,secondaire,1989,1997,2009
C0323005,1,1,0,superieur,1996,1998,2009
C0329001,1,0,0,secondaire,2000,2004,2009
C0329001,2,0,0,secondaire,2006,2008,2009
C0329002,1,1,0,secondaire,2000,2004,2009
C0329002,2,1,0,secondaire,2006,2008,2009
C0339001,1,0,0,superieur,1995,1997,2009
C0340001,1,0,0,superieur,1981,1982,2009
C0340001,2,0,0,superieur,1982,1983,2009
C0343002,1,1,0,aucun-primaire,1996,2000,2009
C0347001,1,0,0,superieur,1989,1994,2009
C0347001,2,0,0,superieur,1994,1996,2009
C0347001,3,0,0,superieur,1996,1997,2009
C0351001,1,1,0,secondaire,1993,1997,2009
C0356001,1,0,0,secondaire,2006,2008,2009
C0360001,1,0,0,secondaire,2008,2009,2009
C0363001,1,0,0,superieur,1974,1979,2009
C0363001,2,0,0,superieur,1979,1989,2009
C0363002,1,1,0,secondaire,1975,1979,2009
C0363002,2,1,0,secondaire,1979,1989,2009
C0374001,1,0,0,secondaire,1989,1994,2009
C0384001,1,0,0,superieur,1994,2006,2009
C0389001,1,0,0,superieur,1968,1974,2009
C0389001,2,0,0,superieur,1982,1988,2009
C0389001,3,0,0,superieur,1988,1995,2009
C0391001,1,0,0,secondaire,1986,1994,2009
C0398002,1,1,0,secondaire,1999,2001,2009
C0399001,1,1,0,aucun-primaire,1964,1974,2009
C0401001,1,0,0,superieur,1988,1997,2009
C0401001,2,0,0,superieur,1997,1997,2009
C0401002,1,1,0,secondaire,1999,2000,2009
C0401002,2,1,0,secondaire,2000,2004,2009
C0401002,3,1,0,secondaire,2004,2004,2009
C0404002,1,0,0,secondaire,1987,1989,2009
C0404002,2,0,0,secondaire,1990,1992,2009
C0404002,3,0,0,secondaire,1992,1994,2009
C0404002,4,0,0,secondaire,1994,2001,2009
C0407001,1,0,0,superieur,1990,1991,2009
C0413001,1,0,0,superieur,1972,1973,2009
C0413001,2,0,0,superieur,1973,1976,2009
C0413001,3,0,0,superieur,1976,1982,2009
C0413001,4,0,0,superieur,1982,1984,2009
C0413001,5,0,0,superieur,1984,1987,2009
