ident,n_mig,femme,senegal,educ,q601d,q601f,survey
C0413002,1,1,0,secondaire,1974,1976,2009
C0413002,2,1,0,secondaire,1976,1984,2009
C0413002,3,1,0,secondaire,1984,1985,2009
C0413002,4,1,0,secondaire,1985,1987,2009
C0419001,1,0,0,secondaire,2005,2007,2009
C0419002,1,1,0,secondaire,1992,1992,2009
C0428002,1,1,0,secondaire,2001,2004,2009
C0429003,1,0,0,secondaire,1999,2004,2009
C0436001,1,1,0,secondaire,1963,1965,2009
C0436001,2,1,0,secondaire,1966,1972,2009
C0437001,1,0,0,secondaire,1991,1993,2009
C0457009,1,1,0,secondaire,2000,2004,2009
C0459001,1,0,0,secondaire,1977,1979,2009
C0464002,1,1,0,aucun-primaire,1994,1996,2009
C0464003,1,0,0,superieur,1994,1996,2009
C0465002,1,1,0,secondaire,1986,1989,2009
C0470001,1,1,0,secondaire,1984,1997,2009
C0478002,1,1,0,secondaire,1995,1997,2009
C0479003,1,0,0,superieur,1998,2000,2009
C0479003,2,0,0,superieur,2002,2004,2009
C0479003,3,0,0,superieur,2007,2008,2009
C0484002,1,0,0,aucun-primaire,2007,2009,2009
C0486003,1,1,0,aucun-primaire,2003,2006,2009
C0490003,1,1,0,secondaire,2006,2009,2009
C0493001,1,0,0,secondaire,1974,1976,2009
C0493001,2,0,0,secondaire,1982,1991,2009
C0493001,3,0,0,secondaire,1991,1993,2009
C0497001,1,0,0,secondaire,1990,1992,2009
C0499001,1,0,0,secondaire,1994,1996,2009
C0499011,1,1,0,secondaire,2003,2004,2009
C0504001,1,0,0,secondaire,2001,2004,2009
C0505002,1,1,0,secondaire,1977,1979,2009
C0508001,1,0,0,secondaire,1966,1969,2009
C0510003,1,1,0,secondaire,2001,2003,2009
C0510003,2,1,0,secondaire,2005,2007,2009
C0517001,1,0,0,secondaire,1978,1980,2009
C0519004,1,0,0,secondaire,1999,2006,2009
C0523001,1,0,0,secondaire,2001,2004,2009
C0527001,1,1,0,aucun-primaire,1975,1994,2009
C0534002,1,1,0,aucun-primaire,2003,2004,2009
C0539001,1,0,0,secondaire,1991,1997,2009
C0541001,1,1,0,secondaire,2000,2002,2009
C0541002,1,1,0,secondaire,2000,2002,2009
C0569001,1,0,0,superieur,1992,1994,2009
C0580001,1,0,0,superieur,1967,1969,2009
C0580001,2,0,0,superieur,1980,1985,2009
C0580002,1,1,0,secondaire,1978,1983,2009
C0580002,2,1,0,secondaire,1983,1987,2009
C0584001,1,0,0,secondaire,1995,1997,2009
C0594002,1,1,0,secondaire,2006,2009,2009
C0598003,1,0,0,secondaire,2000,2001,2009
C0611002,1,0,0,secondaire,1996,1996,2009
C0611002,2,0,0,secondaire,2008,2008,2009
C0632002,1,1,0,secondaire,2001,2004,2009
C0637004,1,0,0,secondaire,2004,2009,2009
C0641001,1,0,0,secondaire,2006,2006,2009
C0648001,1,0,0,secondaire,1995,1998,2009
C0670001,1,0,0,superieur,1980,1994,2009
C0670001,2,0,0,superieur,2004,2008,2009
C0691001,1,1,0,secondaire,1999,2001,2009
C0692002,1,1,0,superieur,2002,2006,2009
C0703001,1,0,0,secondaire,1991,1999,2009
C0718008,1,1,0,secondaire,2004,2009,2009
C0720004,1,0,0,secondaire,1997,2000,2009
C0734002,1,1,0,secondaire,2005,2006,2009
C0738001,1,1,0,superieur,1993,1995,2009
C0738002,1,1,0,secondaire,1996,2002,2009
C0740002,1,1,0,secondaire,1968,1971,2009
C0743001,1,0,0,superieur,1980,1985,2009
C0748001,1,0,0,secondaire,1989,1991,2009
C0763001,1,1,0,secondaire,1961,1966,2009
C0774005,1,0,0,secondaire,1991,1999,2009
C0789001,1,0,0,secondaire,1993,1994,2009
C0814001,1,0,0,superieur,2002,2003,2009
C0870002,1,0,0,secondaire,1993,1994,2009
C0880001,1,0,0,superieur,1994,1996,2009
C0891001,1,0,0,superieur,1990,2004,2009
C0896001,1,0,0,secondaire,1995,1998,2009
C0898001,1,0,0,superieur,1993,2008,2009
C0901001,1,0,0,superieur,1992,1996,2009
C0901005,1,0,0,secondaire,2006,2007,2009
C0910003,1,1,0,secondaire,1993,1998,2009
C0912003,1,0,0,superieur,2005,2006,2009
C0923001,1,1,0,aucun-primaire,2001,2003,2009
C0934012,1,1,0,secondaire,1984,1987,2009
C0947001,1,1,0,aucun-primaire,1958,1966,2009
C0947001,2,1,0,aucun-primaire,1969,1988,2009
C0949004,1,1,0,secondaire,1999,2001,2009
C0950001,1,0,0,secondaire,1983,2007,2009
C0950002,1,1,0,secondaire,1985,2005,2009
C0950003,1,1,0,superieur,1985,2008,2009
C0958001,1,0,0,secondaire,1999,2002,2009
C0961001,1,0,0,secondaire,2007,2009,2009
C0979002,1,1,0,secondaire,1977,1979,2009
C0980003,1,0,0,secondaire,2006,2007,2009
C0983001,1,0,0,secondaire,1984,1988,2009
C0984001,1,0,0,secondaire,1991,1993,2010
C0986002,1,1,0,secondaire,2002,2004,2009
C0987002,1,1,0,secondaire,2008,2009,2009
C0992001,1,0,0,secondaire,1988,1994,2009
C0999001,1,0,0,superieur,1994,1996,2009
C1000001,1,0,0,secondaire,1984,1987,2009
C1003002,1,1,0,secondaire,1994,1998,2009
C1025003,1,0,0,secondaire,1996,1998,2009
C1031003,1,1,0,secondaire,2003,2007,2009
C1033001,1,0,0,secondaire,1988,1989,2009
C1033003,1,1,0,secondaire,1993,2009,2009
C1034001,1,0,0,aucun-primaire,1999,2001,2009
C1037001,1,0,0,secondaire,1988,1998,2009
C1050004,1,0,0,aucun-primaire,2001,2007,2009
C1054001,1,0,0,secondaire,1992,1999,2009
C1060002,1,0,0,secondaire,1990,1992,2009
C1065003,1,0,0,secondaire,2006,2009,2009
C1080001,1,0,0,superieur,2001,2005,2009
C1086001,1,0,0,secondaire,1991,1995,2009
C1089001,1,0,0,secondaire,1994,1999,2009
C1091001,1,0,0,secondaire,1991,1992,2009
C1091001,2,0,0,secondaire,1993,1996,2009
C1091002,1,1,0,secondaire,1992,1993,2009
C1096002,1,1,0,secondaire,1993,1994,2009
C1096002,2,1,0,secondaire,1995,1997,2009
C1105007,1,0,0,secondaire,2002,2004,2009
C1114001,1,0,0,secondaire,1989,1994,2009
C1115001,1,0,0,superieur,1970,1973,2009
C1117001,1,0,0,secondaire,2003,2004,2009
C1120003,1,0,0,secondaire,2004,2007,2009
C1129001,1,1,0,secondaire,1994,1997,2009
C1134004,1,0,0,superieur,2002,2004,2009
C1135002,1,1,0,secondaire,1980,1989,2009
C1151002,1,1,0,aucun-primaire,1992,1996,2009
C1154001,1,0,0,superieur,2001,2006,2009
C1170001,1,0,0,secondaire,1995,1997,2009
C1187001,1,1,0,secondaire,1980,1980,2009
C1191001,1,0,0,secondaire,1989,1997,2009
C1191001,2,0,0,secondaire,2001,2004,2009
C1191002,1,1,0,secondaire,2001,2004,2009
C1194001,1,0,0,secondaire,1992,1994,2009
C1199003,1,1,0,secondaire,2007,2008,2009
C1201005,1,0,0,secondaire,1993,1997,2009
C1206004,1,1,0,secondaire,2007,2008,2009
C1210002,1,1,0,secondaire,2003,2004,2009
C1211002,1,0,0,secondaire,1992,1993,2009
C1219001,1,0,0,superieur,1991,2004,2009
C1220001,1,0,0,secondaire,1994,1998,2009
C1222001,1,0,0,superieur,2001,2003,2009
C1222003,1,0,0,secondaire,2001,2006,2009
C1222004,1,1,0,secondaire,2003,2005,2009
C1231001,1,0,0,secondaire,1994,1998,2009
C1238001,1,0,0,secondaire,2006,2008,2009
C1245004,1,0,0,secondaire,2007,2008,2009
C1249001,1,0,0,secondaire,1992,1994,2009
C1249001,2,0,0,secondaire,1995,1997,2009
C1250015,1,0,0,secondaire,1998,2008,2009
C1252001,1,1,0,aucun-primaire,1976,1981,2009
C1255002,1,1,0,secondaire,2000,2003,2009
C1255002,2,1,0,secondaire,2006,2006,2009
C1271001,1,0,0,aucun-primaire,1989,1993,2009
C1271001,2,0,0,aucun-primaire,2002,2004,2009
C1288003,1,0,0,secondaire,2002,2003,2009
C1289001,1,0,0,aucun-primaire,1961,1971,2009
C1302002,1,0,0,secondaire,2003,2005,2009
C1309004,1,0,0,secondaire,2000,2000,2009
C1309004,2,0,0,secondaire,2000,2006,2009
C1311002,1,0,0,secondaire,2000,2004,2009
C1313001,1,0,0,superieur,1960,1961,2009
C1316001,1,0,0,superieur,2005,2005,2009
C1317001,1,0,0,superieur,1987,1989,2009
C1317002,1,1,0,superieur,1986,1989,2009
C1320001,1,1,0,secondaire,2000,2003,2009
C1321004,1,0,0,superieur,2007,2009,2009
C1328001,1,0,0,superieur,1989,1994,2009
C1328001,2,0,0,superieur,1994,1996,2009
C1328002,1,1,0,superieur,1994,1996,2009
C1333003,1,1,0,superieur,1985,1987,2009
C1333003,2,1,0,superieur,1989,1993,2009
C1340001,1,0,0,superieur,2001,2003,2009
C1347001,1,0,0,superieur,1996,1998,2009
C1347003,1,1,0,superieur,2003,2004,2009
C1348001,1,0,0,secondaire,1999,2005,2009
C1351002,1,1,0,superieur,1976,1987,2009
C1364001,1,0,0,superieur,1999,2006,2009
C1364002,1,1,0,superieur,2000,2008,2009
C1385004,1,1,0,superieur,1987,1989,2009
C1388001,1,0,0,secondaire,2000,2004,2009
C1403001,1,0,0,superieur,1999,2002,2009
C1403001,2,0,0,superieur,2002,2004,2009
C1403001,3,0,0,superieur,2004,2006,2009
C1403001,4,0,0,superieur,2006,2007,2009
C1413001,1,1,0,secondaire,2004,2006,2009
C1415001,1,0,0,superieur,2001,2006,2009
C1416002,1,1,0,secondaire,1996,2006,2009
C1419001,1,0,0,superieur,1976,1978,2009
C1427001,1,0,0,secondaire,1960,1964,2009
C1434002,1,1,0,secondaire,2000,2004,2009
C1437003,1,1,0,aucun-primaire,2008,2009,2009
C1444001,1,0,0,superieur,1984,1986,2009
C1446002,1,1,0,secondaire,2006,2008,2009
C1448001,1,0,0,secondaire,1990,1995,2009
C1448002,1,1,0,secondaire,2003,2006,2009
C1452001,1,0,0,superieur,1981,1990,2009
C1458001,1,1,0,aucun-primaire,1981,1988,2009
C1463006,1,0,0,secondaire,1991,1992,2009
C1463006,2,0,0,secondaire,1993,2006,2009
C1464001,1,0,0,secondaire,1991,1998,2009
C1467002,1,1,0,secondaire,1993,1994,2009
C1468001,1,0,0,secondaire,1983,1984,2009
C1470001,1,0,0,secondaire,1986,1987,2009
C1473001,1,0,0,superieur,2000,2004,2009
C1473002,1,1,0,secondaire,2003,2004,2009
C1475003,1,0,0,superieur,1967,1977,2009
C1475003,2,0,0,superieur,1977,1979,2009
C1475003,3,0,0,superieur,1979,1985,2009
C1481003,1,0,0,secondaire,1999,2004,2009
C1482001,1,0,0,superieur,1973,1974,2009
C1482001,2,0,0,superieur,1975,1976,2009
C1493002,1,1,0,secondaire,1985,1987,2009
C1499001,1,0,0,secondaire,1985,1997,2009
C1501003,1,1,0,secondaire,2003,2005,2009
C1504001,1,0,0,secondaire,1982,1984,2009
C1510001,1,0,0,secondaire,1994,1996,2009
C1513002,1,0,0,secondaire,2004,2006,2009
C1514002,1,1,0,secondaire,2007,2008,2009
C1515001,1,0,0,secondaire,1994,1998,2009
C1517003,1,0,0,secondaire,1989,1992,2009
C1517003,2,0,0,secondaire,1993,1997,2009
C1517003,3,0,0,secondaire,2000,2008,2009
C1518001,1,0,0,secondaire,2003,2003,2009
C1518001,2,0,0,secondaire,2003,2006,2009
C1519001,1,0,0,superieur,2000,2004,2009
C1520003,1,0,0,secondaire,2004,2008,2009
C1522001,1,0,0,superieur,1964,1974,2009
C1523001,1,0,0,secondaire,2001,2001,2009
C1524001,1,1,0,aucun-primaire,1984,1988,2009
C1524001,2,1,0,aucun-primaire,1988,1988,2009
C1524002,1,0,0,superieur,1984,1988,2009
C1524002,2,0,0,superieur,1988,1988,2009
C1534001,1,0,0,secondaire,1998,1999,2009
C1537001,1,0,0,superieur,2000,2002,2009
C1541001,1,0,0,superieur,2005,2008,2009
C1541002,1,1,0,superieur,2006,2008,2008
C1543001,1,0,0,superieur,1974,1980,2009
C1550001,1,0,0,secondaire,1993,1995,2009
C1562001,1,0,0,secondaire,1996,2002,2009
C1563001,1,0,0,superieur,1987,1988,2009
C1563007,1,0,0,secondaire,1986,1992,2009
C1570004,1,0,0,secondaire,1998,2000,2009
C1570005,1,0,0,secondaire,2000,2004,2009
C1570006,1,0,0,secondaire,1999,2001,2009
C1570007,1,0,0,secondaire,2001,2004,2009
C1573001,1,0,0,secondaire,1997,2002,2009
C1579002,1,1,0,secondaire,2005,2006,2009
C1580001,1,0,0,superieur,1993,1998,2009
C1580002,1,1,0,secondaire,1993,1998,2009
C1581001,1,0,0,secondaire,1992,1995,2009
C1583008,1,1,0,secondaire,2000,2001,2009
C1584006,1,0,0,secondaire,1986,1988,2009
C1584007,1,1,0,secondaire,1986,1988,2009
C1585001,1,0,0,superieur,1979,1982,2009
C1601002,1,1,0,superieur,1963,1965,2009
C1601003,1,0,0,superieur,2002,2004,2009
C1619001,1,0,0,secondaire,1975,2007,2009
C1619002,1,1,0,aucun-primaire,1983,2007,2009
C1620001,1,0,0,superieur,1985,2007,2009
C1628003,1,0,0,superieur,2001,2008,2009
C1630003,1,1,0,superieur,2001,2008,2009
C1636003,1,0,0,secondaire,1987,1993,2009
C1638001,1,0,0,superieur,1973,1983,2009
C1642002,1,0,0,secondaire,2000,2008,2009
C1645002,1,1,0,aucun-primaire,2003,2007,2009
C1651002,1,1,0,superieur,1993,1994,2009
C1663001,1,0,0,aucun-primaire,1961,1963,2009
C1699001,1,0,0,secondaire,1991,1992,2009
C1701004,1,0,0,superieur,1965,1967,2009
C1701004,2,0,0,superieur,1969,1973,2009
C1703001,1,0,0,superieur,1978,1980,2009
C1703001,2,0,0,superieur,1982,1985,2009
C1704001,1,0,0,superieur,1981,1987,2009
C1704002,1,1,0,superieur,1981,1987,2009
C1704003,1,0,0,superieur,1981,1987,2009
C1707001,1,0,0,secondaire,2004,2004,2009
C1707001,2,0,0,secondaire,2004,2006,2009
C1719001,1,1,0,secondaire,1974,1990,2009
C1728001,1,0,0,secondaire,1995,1998,2009
C1728001,2,0,0,secondaire,2000,2003,2009
C1743001,1,0,0,secondaire,1994,1995,2009
C1743001,2,0,0,secondaire,1996,1998,2009
C1743002,1,1,0,secondaire,1996,1998,2009
C1749002,1,1,0,secondaire,1992,2003,2009
C1751001,1,0,0,secondaire,1991,1993,2009
C1751001,2,0,0,secondaire,1993,1995,2009
C1751001,3,0,0,secondaire,1997,2000,2009
C1769002,1,1,0,aucun-primaire,2000,2001,2009
C1773001,1,0,0,secondaire,1998,2004,2009
E1,1,0,1,aucun-primaire,1991,1992,2008
E1,2,0,1,aucun-primaire,2001,0,2008
E10,1,0,1,aucun-primaire,1996,0,2008
E100,1,0,1,secondaire,2007,0,2008
E101,1,1,1,aucun-primaire,2006,0,2008
E102,1,1,1,aucun-primaire,2005,0,2008
E103,1,1,1,aucun-primaire,1992,1995,2008
E103,2,1,1,aucun-primaire,1997,0,2008
E104,1,1,1,secondaire,2004,0,2008
E105,1,0,1,aucun-primaire,1992,0,2008
E106,1,0,1,aucun-primaire,2005,2006,2008
E106,2,0,1,aucun-primaire,2006,0,2008
E106,3,0,1,aucun-primaire,2006,2006,2008
E107,1,1,1,aucun-primaire,1991,0,2008
E108,1,0,1,aucun-primaire,1999,2001,2008
E108,2,0,1,aucun-primaire,2001,0,2008
E109,1,1,1,aucun-primaire,1985,1987,2008
E109,2,1,1,aucun-primaire,2004,0,2008
E11,1,0,1,aucun-primaire,1989,2005,2008
E11,2,0,1,aucun-primaire,2006,0,2008
E110,1,0,1,aucun-primaire,2006,0,2008
E111,1,1,1,secondaire,2005,0,2008
E112,1,0,1,aucun-primaire,1999,2000,2008
E112,2,0,1,aucun-primaire,2000,0,2008
E113,1,0,1,aucun-primaire,2001,0,2008
E114,1,0,1,secondaire,1994,0,2008
E115,1,1,1,aucun-primaire,2005,0,2008
E116,1,0,1,aucun-primaire,1981,1986,2008
E116,2,0,1,aucun-primaire,1992,0,2008
E118,1,1,1,aucun-primaire,2005,0,2008
E119,1,1,1,aucun-primaire,2000,0,2008
E12,1,1,1,aucun-primaire,1999,0,2008
E120,1,1,1,superieur,2006,0,2008
E121,1,0,1,aucun-primaire,1999,1999,2008
E121,2,0,1,aucun-primaire,1999,0,2008
E122,1,0,1,aucun-primaire,2004,0,2008
E123,1,0,1,aucun-primaire,2001,0,2008
E124,1,1,1,secondaire,2005,0,2008
E125,1,0,1,aucun-primaire,2006,0,2008
E126,1,1,1,secondaire,1992,0,2008
E127,1,1,1,aucun-primaire,1981,1993,2008
E127,2,1,1,aucun-primaire,1993,0,2008
E128,1,0,1,aucun-primaire,1991,0,2008
E129,1,1,1,superieur,1996,0,2008
E13,1,0,1,secondaire,2000,0,2008
E130,1,1,1,aucun-primaire,1997,0,2008
E132,1,1,1,secondaire,2002,0,2008
E133,1,1,1,aucun-primaire,1987,0,2008
E134,1,0,1,aucun-primaire,1997,0,2008
E135,1,0,1,aucun-primaire,2001,0,2008
E136,1,0,1,aucun-primaire,2000,2001,2008
E136,2,0,1,aucun-primaire,2001,0,2008
E137,1,0,1,superieur,1995,0,2008
E138,1,1,1,aucun-primaire,1995,0,2008
E139,1,0,1,aucun-primaire,2004,0,2008
E14,1,1,1,superieur,1998,0,2008
E140,1,0,1,aucun-primaire,2004,0,2008
E140,2,0,1,aucun-primaire,2004,2004,2008
E141,1,1,1,aucun-primaire,1990,0,2008
E143,1,0,1,aucun-primaire,2003,0,2008
E143,2,0,1,aucun-primaire,2003,2003,2008
E144,1,0,1,superieur,2006,0,2008
E145,1,0,1,aucun-primaire,2007,0,2008
E146,1,1,1,secondaire,2005,0,2008
E147,1,0,1,aucun-primaire,1994,1995,2008
E147,2,0,1,aucun-primaire,1995,0,2008
E148,1,0,1,aucun-primaire,1981,1984,2008
E148,2,0,1,aucun-primaire,1989,0,2008
E148,3,0,1,aucun-primaire,1989,1989,2008
E148,4,0,1,aucun-primaire,1989,1989,2008
E149,1,0,1,aucun-primaire,2002,0,2008
E149,2,0,1,aucun-primaire,2002,2002,2008
E15,1,0,1,aucun-primaire,1988,0,2008
E150,1,0,1,superieur,2000,2001,2008
E150,2,0,1,superieur,2001,0,2008
E151,1,1,1,aucun-primaire,2006,0,2008
E152,1,1,1,aucun-primaire,1994,0,2008
E153,1,0,1,aucun-primaire,2006,0,2008
E154,1,1,1,superieur,1980,0,2008
E155,1,0,1,superieur,1994,0,2008
E156,1,0,1,aucun-primaire,1994,0,2008
E157,1,1,1,superieur,1991,0,2008
E158,1,1,1,aucun-primaire,1992,0,2008
E159,1,0,1,aucun-primaire,1991,0,2008
E16,1,1,1,aucun-primaire,1994,0,2008
E160,1,1,1,aucun-primaire,2005,0,2008
E161,1,1,1,superieur,2004,0,2008
E162,1,0,1,superieur,2000,0,2008
E163,1,1,1,aucun-primaire,2002,0,2008
E164,1,1,1,secondaire,2001,0,2008
E165,1,0,1,aucun-primaire,1974,1983,2008
E165,2,0,1,aucun-primaire,1985,1988,2008
E165,3,0,1,aucun-primaire,1988,0,2008
E166,1,1,1,superieur,1999,0,2008
E167,1,0,1,aucun-primaire,1991,1993,2008
E167,2,0,1,aucun-primaire,1993,0,2008
E169,1,1,1,superieur,2007,0,2008
E17,1,0,1,aucun-primaire,1999,0,2008
E17,2,0,1,aucun-primaire,1999,1999,2008
E171,1,1,1,aucun-primaire,2000,0,2008
E172,1,0,1,aucun-primaire,1999,0,2008
E173,1,0,1,secondaire,1993,1998,2008
E173,2,0,1,secondaire,1998,2002,2008
E173,3,0,1,secondaire,2002,0,2008
E174,1,0,1,aucun-primaire,2002,0,2008
E175,1,1,1,secondaire,2007,0,2008
E176,1,1,1,superieur,2003,0,2008
E177,1,0,1,secondaire,1999,0,2008
E178,1,0,1,secondaire,2003,0,2008
E179,1,0,1,superieur,1998,0,2008
E18,1,0,1,secondaire,1986,2007,2008
E18,2,0,1,secondaire,2007,0,2008
E180,1,0,1,superieur,2003,0,2008
E181,1,0,1,superieur,1993,1995,2008
E181,2,0,1,superieur,2000,2001,2008
E181,3,0,1,superieur,2001,0,2008
E182,1,1,1,secondaire,2002,2006,2008
E182,2,1,1,secondaire,2006,0,2008
E183,1,0,1,superieur,2001,0,2008
E184,1,1,1,aucun-primaire,2001,2003,2008
E184,2,1,1,aucun-primaire,2005,0,2008
E185,1,1,1,secondaire,2002,2003,2008
E185,2,1,1,secondaire,2003,0,2008
E186,1,0,1,aucun-primaire,2003,2004,2008
E186,2,0,1,aucun-primaire,2004,0,2008
E187,1,0,1,aucun-primaire,2004,0,2008
E188,1,0,1,aucun-primaire,2006,0,2008
E189,1,0,1,aucun-primaire,2004,0,2008
E19,1,0,1,aucun-primaire,2001,0,2008
E190,1,0,1,aucun-primaire,2007,0,2008
E191,1,1,1,superieur,1985,0,2008
E192,1,0,1,superieur,2007,0,2008
E193,1,1,1,aucun-primaire,1997,0,2008
E194,1,1,1,superieur,2003,0,2008
E194,2,1,1,superieur,2003,2003,2008
E194,3,1,1,superieur,2007,2007,2008
E195,1,0,1,secondaire,1984,0,2008
E196,1,0,1,secondaire,1996,1997,2008
E196,2,0,1,secondaire,1997,0,2008
E197,1,1,1,secondaire,2004,0,2008
E198,1,0,1,superieur,2001,2004,2008
E198,2,0,1,superieur,2004,0,2008
E199,1,1,1,secondaire,2000,0,2008
E2,1,0,1,aucun-primaire,1998,1999,2008
E2,2,0,1,aucun-primaire,1999,0,2008
E20,1,1,1,aucun-primaire,2003,0,2008
E200,1,1,1,superieur,2001,0,2008
E21,1,1,1,aucun-primaire,1990,0,2008
E22,1,1,1,aucun-primaire,1998,0,2008
E23,1,1,1,superieur,2001,2005,2008
E23,2,1,1,superieur,2005,0,2008
E24,1,0,1,superieur,1998,0,2008
E25,1,0,1,aucun-primaire,2003,0,2008
E26,1,1,1,aucun-primaire,1990,0,2008
E27,1,1,1,secondaire,2005,0,2008
E28,1,0,1,aucun-primaire,2006,0,2008
E29,1,0,1,aucun-primaire,1996,2001,2008
E29,2,0,1,aucun-primaire,2001,0,2008
E3,1,1,1,aucun-primaire,2004,0,2008
E30,1,0,1,aucun-primaire,1977,1980,2008
E30,2,0,1,aucun-primaire,1980,1982,2008
E30,3,0,1,aucun-primaire,1992,2002,2008
E30,4,0,1,aucun-primaire,2003,0,2008
E31,1,1,1,aucun-primaire,1993,0,2008
E32,1,0,1,aucun-primaire,1997,0,2008
E33,1,1,1,aucun-primaire,1992,0,2008
E34,1,0,1,aucun-primaire,1997,1997,2008
E34,2,0,1,aucun-primaire,1997,1998,2008
E34,3,0,1,aucun-primaire,1998,0,2008
E35,1,1,1,aucun-primaire,1999,0,2008
E37,1,1,1,superieur,2001,0,2008
E38,1,0,1,superieur,2002,2002,2008
E38,2,0,1,superieur,2002,0,2008
E39,1,1,1,secondaire,2002,2002,2008
E39,2,1,1,secondaire,2003,0,2008
E4,1,1,1,aucun-primaire,1998,0,2008
E40,1,1,1,aucun-primaire,2005,0,2008
E41,1,1,1,superieur,2002,0,2008
E42,1,1,1,superieur,2004,0,2008
E43,1,1,1,aucun-primaire,2003,2005,2008
E43,2,1,1,aucun-primaire,2005,0,2008
E44,1,1,1,superieur,2000,0,2008
E45,1,1,1,aucun-primaire,2004,0,2008
E46,1,0,1,secondaire,1983,1990,2008
E46,2,0,1,secondaire,1990,1992,2008
E46,3,0,1,secondaire,1992,0,2008
E47,1,1,1,superieur,1962,1966,2008
E47,2,1,1,superieur,1993,0,2008
E49,1,0,1,aucun-primaire,1999,0,2008
E5,1,1,1,secondaire,1999,0,2008
E50,1,0,1,secondaire,1983,1983,2008
E50,2,0,1,secondaire,1983,0,2008
E50,3,0,1,secondaire,1983,1983,2008
E50,4,0,1,secondaire,1983,1983,2008
E51,1,0,1,superieur,2001,0,2008
E52,1,0,1,secondaire,1987,1990,2008
E52,2,0,1,secondaire,1990,1991,2008
E52,3,0,1,secondaire,1991,0,2008
E53,1,1,1,secondaire,2000,0,2008
E54,1,0,1,secondaire,1987,0,2008
E55,1,0,1,aucun-primaire,1991,0,2008
E56,1,0,1,aucun-primaire,1988,0,2008
E57,1,1,1,secondaire,1994,0,2008
E58,1,1,1,secondaire,2002,0,2008
E59,1,1,1,aucun-primaire,1982,1988,2008
E59,2,1,1,aucun-primaire,2000,0,2008
E6,1,0,1,aucun-primaire,1998,2003,2008
E6,2,0,1,aucun-primaire,2008,0,2008
E60,1,1,1,superieur,2005,0,2008
E61,1,0,1,superieur,2003,0,2008
E62,1,1,1,aucun-primaire,1993,1998,2008
E62,2,1,1,aucun-primaire,1999,0,2008
E63,1,1,1,aucun-primaire,1990,0,2008
E64,1,0,1,aucun-primaire,2001,2001,2008
E64,2,0,1,aucun-primaire,2002,2002,2008
E64,3,0,1,aucun-primaire,2006,0,2008
E65,1,1,1,superieur,2000,0,2008
E66,1,1,1,aucun-primaire,1992,0,2008
E67,1,1,1,secondaire,1998,0,2008
E68,1,1,1,secondaire,1985,0,2008
E69,1,1,1,superieur,2000,0,2008
E7,1,1,1,superieur,1998,2002,2008
E7,2,1,1,superieur,2002,0,2008
E70,1,1,1,aucun-primaire,1990,0,2008
E71,1,0,1,secondaire,1999,0,2008
E72,1,1,1,aucun-primaire,1998,2000,2008
E72,2,1,1,aucun-primaire,2000,0,2008
E73,1,1,1,aucun-primaire,1998,0,2008
E74,1,1,1,superieur,2003,0,2008
E75,1,0,1,secondaire,2002,0,2008
E76,1,0,1,aucun-primaire,2007,0,2008
E77,1,0,1,superieur,1985,1986,2008
E77,2,0,1,superieur,1987,1988,2008
E77,3,0,1,superieur,1989,1990,2008
E77,4,0,1,superieur,1991,1998,2008
E77,5,0,1,superieur,1998,1999,2008
E77,6,0,1,superieur,1999,0,2008
E78,1,0,1,aucun-primaire,2006,0,2008
E8,1,1,1,aucun-primaire,1988,0,2008
E80,1,1,1,aucun-primaire,1990,0,2008
E81,1,1,1,aucun-primaire,1988,0,2008
E82,1,1,1,aucun-primaire,2003,0,2008
E83,1,1,1,superieur,1990,0,2008
E84,1,0,1,aucun-primaire,1999,2004,2008
E84,2,0,1,aucun-primaire,2004,0,2008
E85,1,0,1,aucun-primaire,1987,1990,2008
E85,2,0,1,aucun-primaire,1993,1996,2008
E85,3,0,1,aucun-primaire,2004,0,2008
E86,1,0,1,aucun-primaire,1983,0,2008
E87,1,1,1,aucun-primaire,2002,0,2008
E88,1,1,1,aucun-primaire,2005,0,2008
E89,1,1,1,superieur,1999,0,2008
